,date,actions,close_price,daily_return
0,2020-01-02,100.0,74.20746612548828,
1,2020-01-03,21.94734764099121,73.48602294921875,-0.00972197561697552
2,2020-01-06,100.0,74.07157897949219,0.007968263987807367
3,2020-01-07,36.28107452392578,73.72321319580078,-0.004703096497886916
4,2020-01-08,100.0,74.90914916992188,0.016086330515347802
5,2020-01-09,100.0,76.50027465820312,0.021240736357477363
6,2020-01-10,7.466387748718262,76.67322540283203,0.002260785930529474
7,2020-01-13,-8.518754959106445,78.31129455566406,0.021364291696688298
8,2020-01-14,100.0,77.25383758544922,-0.013503249770225656
9,2020-01-15,100.0,76.92277526855469,-0.0042853834481471065
10,2020-01-16,100.0,77.88633728027344,0.012526355274556034
11,2020-01-17,100.0,78.74861907958984,0.011071027723559501
12,2020-01-21,100.0,78.21495056152344,-0.006776861922201283
13,2020-01-22,-100.0,78.494140625,0.00356952298086477
14,2020-01-23,100.0,78.87215423583984,0.00481581947174603
15,2020-01-24,100.0,78.64485168457031,-0.0028819112837955574
16,2020-01-27,100.0,76.332275390625,-0.029405310639031068
17,2020-01-28,100.0,78.49166870117188,0.028289387411764233
18,2020-01-29,-79.6433334350586,80.13467407226562,0.02093222628950464
19,2020-01-30,-100.0,80.0185546875,-0.0014490529363220261
20,2020-01-31,100.0,76.47063446044922,-0.04433871919964849
21,2020-02-03,-81.9679946899414,76.26062774658203,-0.0027462399828237505
22,2020-02-04,100.0,78.77826690673828,0.03301361704656425
23,2020-02-05,100.0,79.42064666748047,0.008154276375522018
24,2020-02-06,-100.0,80.3496322631836,0.011697028854381175
25,2020-02-07,-67.27185821533203,79.2574691772461,-0.01359263328499305
26,2020-02-10,100.0,79.63390350341797,0.004749512318265481
27,2020-02-11,0.024771690368652344,79.1534423828125,-0.006033373970985245
28,2020-02-12,-72.02925872802734,81.03316497802734,0.02374783128349467
29,2020-02-13,100.0,80.45611572265625,-0.0071211491680913674
30,2020-02-14,100.0,80.47593688964844,0.0002463599791533433
31,2020-02-18,35.65764617919922,79.00238037109375,-0.018310523313015747
32,2020-02-19,-32.670562744140625,80.14654541015625,0.014482665379043969
33,2020-02-20,-72.12049102783203,79.32433319091797,-0.010258860379203427
34,2020-02-21,-48.29288101196289,77.52880859375,-0.02263523089247399
35,2020-02-24,-96.33204650878906,73.84616088867188,-0.04750037788372519
36,2020-02-25,100.0,71.34484100341797,-0.03387203688252416
37,2020-02-26,-100.0,72.47663116455078,0.01586365804751866
38,2020-02-27,-86.000732421875,67.73896789550781,-0.06536814960792792
39,2020-02-28,-17.712080001831055,67.6993408203125,-0.0005849967371283071
40,2020-03-02,100.0,74.002197265625,0.09310070628370726
41,2020-03-03,100.0,71.65193176269531,-0.0317594016093008
42,2020-03-04,100.0,74.97547912597656,0.04638461631835056
43,2020-03-05,100.0,72.54349517822266,-0.03243705777014905
44,2020-03-06,-15.569212913513184,71.58012390136719,-0.013279912616406042
45,2020-03-09,-78.99235534667969,65.91869354248047,-0.07909221233938912
46,2020-03-10,-57.672332763671875,70.66626739501953,0.0720216617988576
47,2020-03-11,63.155818939208984,68.21199035644531,-0.034730531681473664
48,2020-03-12,100.0,61.47573852539063,-0.09875465876093115
49,2020-03-13,-100.0,68.84103393554688,0.11980816476266054
50,2020-03-16,100.0,59.98484420776367,-0.12864695983611896
51,2020-03-17,79.69566345214844,62.62238693237305,0.04397015211832467
52,2020-03-18,-100.0,61.089393615722656,-0.024479956637646128
53,2020-03-19,-45.58930587768555,60.62131881713867,-0.007662128740847707
54,2020-03-20,100.0,56.77274703979492,-0.06348545119832816
55,2020-03-23,-13.698262214660645,55.56665802001953,-0.021244154680941874
56,2020-03-24,-100.0,61.14140701293945,0.10032543240069347
57,2020-03-25,-32.52332305908203,60.80458831787109,-0.005508847629186686
58,2020-03-26,100.0,64.00431060791016,0.052623040111902775
59,2020-03-27,74.27327728271484,61.35438537597656,-0.04140229317001809
60,2020-03-30,88.7156982421875,63.10531234741211,0.028537927007270314
61,2020-03-31,36.05746841430664,62.97653198242188,-0.0020407214575098864
62,2020-04-01,-100.0,59.66289520263672,-0.05261700947124348
63,2020-04-02,24.177030563354492,60.658470153808594,0.01668666845265454
64,2020-04-03,-86.5478515625,59.78672409057617,-0.01437138228217727
65,2020-04-06,100.0,65.00235748291016,0.08723731684031333
66,2020-04-07,-100.0,64.2494888305664,-0.011582174577924875
67,2020-04-08,-100.0,65.89392852783203,0.025594595804524056
68,2020-04-09,-16.49081802368164,66.36941528320312,0.007215941832489969
69,2020-04-13,100.0,67.6720962524414,0.01962773008741525
70,2020-04-14,32.822906494140625,71.0897445678711,0.050503065586746665
71,2020-04-15,-12.781664848327637,70.4408950805664,-0.00912718833425008
