,date,account_value,reward,cum_reward
0,2020-01-02,100000.0,-0.005242990055080204,-0.005242990055080204
1,2020-01-03,99955.11945985966,0.007002787036182077,0.0017597969811018752
2,2020-01-06,99950.97430842386,-0.007470329757676615,-0.005710532776574739
3,2020-01-07,99908.73057215677,0.02904316563649946,0.023332632859924724
4,2020-01-08,100138.54544566141,0.04499615440419323,0.06832878726411797
5,2020-01-09,100391.5865504469,0.005484593086231326,0.07381338035034929
6,2020-01-10,100429.0550082411,0.06678221075446616,0.14059559110481545
7,2020-01-13,101012.52551005608,-0.05031139027531313,0.09028420082950231
8,2020-01-14,100728.83053956229,-0.017921761786247763,0.07236243904325458
9,2020-01-15,100615.65880343647,0.0565661692116023,0.12892860825485683
10,2020-01-16,101018.94953139953,0.05457296981320925,0.1835015780680661
11,2020-01-17,101463.93360742691,-0.03681776633886722,0.1466838117291989
12,2020-01-21,101136.04376233998,0.019937230474389743,0.16662104220358862
13,2020-01-22,101314.78478062362,0.029240256381860816,0.19586129858544948
14,2020-01-23,101516.63182143227,-0.01997432118549982,0.17588697739994966
15,2020-01-24,101359.92222663655,-0.21145396617432646,-0.035566988774376807
16,2020-01-27,99606.68113442758,0.20318440126688594,0.1676174124925091
17,2020-01-28,101444.75166106559,0.1629776015801591,0.33059501407266834
18,2020-01-29,102889.89257848,-0.012648280068657768,0.3179467340040104
19,2020-01-30,102767.9871504016,-0.38325896896542155,-0.0653122349614111
20,2020-01-31,99430.23212821639,-0.02390564372548771,-0.0892178786868988
21,2020-02-03,99213.18994644868,0.29185838319484303,0.20264050450794427
22,2020-02-04,101996.3660859686,0.07600617334685138,0.2786466778547957
23,2020-02-05,102657.1348421488,0.11412672231222157,0.3927734001670172
24,2020-02-06,103705.77603882056,-0.13691625373582494,0.25585714643119223
25,2020-02-07,102346.35132470941,0.04644656436934821,0.30230371080054047
26,2020-02-10,102802.05767161417,-0.059931978863435126,0.2423717319371053
27,2020-02-11,102176.17412228583,0.23569978638394698,0.4780715183210523
28,2020-02-12,104601.47073025128,-0.0731658861620494,0.4049056321590029
29,2020-02-13,103856.93767774492,0.0022579082417237806,0.4071635404007267
30,2020-02-14,103881.65320407104,-0.1870834813643499,0.22008005903637679
31,2020-02-18,101979.0392907433,0.14507722081114854,0.3651572798475254
32,2020-02-19,103455.78999238356,-0.10385491484749802,0.2613023650000273
33,2020-02-20,102433.12314512116,-0.22601086862907435,0.03529149637095299
34,2020-02-21,100111.45039255398,-0.4651340728936637,-0.4298425765227107
35,2020-02-24,95358.12514052498,-0.31476570231179307,-0.7446082788345039
36,2020-02-25,92129.58200358991,0.14160673079689093,-0.6030015480376129
37,2020-02-26,93590.42408888963,-0.5909379796182211,-1.1939395276558336
38,2020-02-27,87475.35247307933,-0.005121349610948044,-1.199060877266782
39,2020-02-28,87422.58723582253,0.776583391728719,-0.42247748553806297
40,2020-03-02,95556.97347781977,-0.29420397705721324,-0.716681462595276
41,2020-03-03,92522.28658613838,0.4211509500070844,-0.29553051258819174
42,2020-03-04,96813.68498545089,-0.31036905633381406,-0.6058995689220056
43,2020-03-05,93864.52684568838,-0.12253183410075463,-0.7284314030227604
44,2020-03-06,92612.71594205414,-0.7195821816234528,-1.4480135846462132
45,2020-03-09,85291.60068010804,0.6073711713286412,-0.8406424133175722
46,2020-03-10,91430.9564940467,-0.3108849489051836,-1.1515273622227555
47,2020-03-11,88257.19227809281,-0.8483686574586463,-1.9998960196814017
48,2020-03-12,79546.16468217188,0.9301056519015922,-1.0697903677798097
49,2020-03-13,89070.64404830858,-1.1015557422736542,-2.171346110053464
50,2020-03-16,77618.2050587537,0.3275827533789604,-1.8437633566745035
51,2020-03-17,81028.96048116425,-0.19321314959356511,-2.036976506268068
52,2020-03-18,79046.56026504686,-0.059005677928714674,-2.095982184196783
53,2020-03-19,78445.48442671775,-0.48860727933886666,-2.5845894635356497
54,2020-03-20,73465.56552961923,-0.153445855393989,-2.738035318929639
55,2020-03-23,71905.13698967642,0.7071584730469999,-2.0308768458826387
56,2020-03-24,79117.70363188806,-0.043110141686990774,-2.0739869875696297
57,2020-03-25,78681.93023875257,0.4051900256885348,-1.6687969618810952
58,2020-03-26,82652.46927370087,-0.3357759126100248,-2.0045728744911195
59,2020-03-27,79620.15237519193,0.22079830107665038,-1.783774573414469
60,2020-03-30,81606.88048458556,-0.016542164306120346,-1.8003167377205893
61,2020-03-31,81441.53696285981,-0.4205057385019676,-2.2208224762225575
62,2020-04-01,77153.6288393979,0.12581190524913294,-2.0950105709734244
63,2020-04-02,78440.82406577752,-0.1089197370402786,-2.203930308013703
64,2020-04-03,77313.72924495346,0.643606732850998,-1.5603235751627054
65,2020-04-06,84057.10742783763,-0.09408219594799991,-1.6544057711107043
66,2020-04-07,83136.00266542635,0.20783833488674003,-1.446567436223965
67,2020-04-08,85241.67270577856,0.059025074991982104,-1.3875423612319826
68,2020-04-09,85855.84853839266,0.1632013419665066,-1.2243410192654758
69,2020-04-13,87533.08600767101,0.4249823672250639,-0.7993586520404123
70,2020-04-14,91951.06911256288,-0.08138049957873518,-0.8807391516191473
71,2020-04-15,91112.23920586599,0.06972549866748827,-0.8110136529516592
72,2020-04-16,91835.82690681721,-0.12120370873581096,-0.9322173616874703
73,2020-04-17,90608.46336187483,-0.18303719022461848,-1.1152545519120887
74,2020-04-20,88794.27596670194,-0.26662680518767534,-1.3818813570997635
75,2020-04-21,86148.80707029556,0.23784168256239857,-1.1440396745373653
76,2020-04-22,88626.39634878369,-0.033140332692562904,-1.1771800072299283
