,date,account_value,reward,cum_reward
0,2020-01-02,100000.0,-0.05202742368939151,-0.05202742368939151
1,2020-01-03,99410.35484191896,0.22784882921302588,0.17582140552363434
2,2020-01-06,101859.49949523927,-0.007084288224680836,0.1687371172989535
3,2020-01-07,101795.98985168459,0.07134659533092323,0.24008371262987674
4,2020-01-08,102597.52842590334,0.1029383392006485,0.34302205183052525
5,2020-01-09,103729.75913879396,0.05976186149378845,0.4027839133243138
6,2020-01-10,104452.46092102052,0.06043066250887006,0.4632145758331839
7,2020-01-13,105145.96092102052,-0.05864640485402642,0.40456817097915754
8,2020-01-14,104536.41270324709,0.059701277946195425,0.4642694489253527
9,2020-01-15,105143.76878234865,0.08525654736294543,0.5495259962882982
10,2020-01-16,106056.26878234865,0.19874809380022532,0.7482740900885234
11,2020-01-17,108150.64341613771,0.027521657349145256,0.775795747437669
12,2020-01-21,108443.37412902834,0.009708104875745777,0.7855038523134147
13,2020-01-22,108556.51878234865,0.00417018091433376,0.7896740332277481
14,2020-01-23,108607.62412902834,-0.13399996482127907,0.6556740684064694
15,2020-01-24,107151.99949523927,-0.21031044674526653,0.44536362166120297
16,2020-01-27,104756.87412902834,0.12372758566845386,0.5690912073296566
17,2020-01-28,106119.05662414552,0.034775932268323095,0.6038671395979798
18,2020-01-29,106562.16270324709,-0.021236426721581665,0.5826307128763981
19,2020-01-30,106455.68271289064,-0.147038902328181,0.435591810548217
20,2020-01-31,104771.8774647217,0.33319405018234133,0.7687858607305585
21,2020-02-03,108546.7046131592,-0.2357352341711654,0.533050626559393
22,2020-02-04,105709.19496960452,0.0043317402490112,0.5373823668084042
23,2020-02-05,105603.55886352542,0.19206346989493653,0.7294458367033411
24,2020-02-06,105603.55886352542,0.020473459702410376,0.749919296405751
25,2020-02-07,105711.74653491215,0.19988126359468866,0.94980056000044
26,2020-02-10,107802.70173510746,-4.438662338070512e-06,0.9497961213381018
27,2020-02-11,107810.5106950684,0.05658753442516759,1.0063836557632695
28,2020-02-12,108483.58930834965,-0.027077911739466942,0.9793057440238027
29,2020-02-13,108375.79213696293,0.04151349862819711,1.0208192426519995
30,2020-02-14,108699.928154419,-0.008135943279970187,1.0126832993720294
31,2020-02-18,108623.96196789556,0.04446239901721914,1.0571456983892487
32,2020-02-19,109122.37468762213,-0.057075895952582695,1.0000698024366657
33,2020-02-20,108809.8515184049,-0.21804898377630838,0.7820208186603573
34,2020-02-21,106396.73856137677,-0.4073420814908827,0.37467873716947475
35,2020-02-24,101880.07321262344,-0.2379130678803084,0.1367656692891664
36,2020-02-25,99523.61367554574,0.03282704508415463,0.16959271437332105
37,2020-02-26,99859.95315390064,-0.5142995138782097,-0.34470679950488864
38,2020-02-27,94520.58454990371,0.15151876875586737,-0.19318803074902127
39,2020-02-28,96030.87892020478,0.32079041216831455,0.12760238141929323
40,2020-03-02,99570.54617856427,-0.31080730567050174,-0.18320492425120835
41,2020-03-03,96177.36179812982,0.30669849535954136,0.12349357110833295
42,2020-03-04,99386.38362695633,-0.43107321124725734,-0.3075796401389243
43,2020-03-05,94588.14061999678,-0.13583794658628134,-0.44341758672520565
44,2020-03-06,93121.21997220053,-0.5330674203479714,-0.9764850070731769
45,2020-03-09,87230.07546948253,0.47227947583536517,-0.5042055312378121
46,2020-03-10,91839.8853882177,-0.4437977543657423,-0.9480032856035546
47,2020-03-11,91748.84175733206,-0.6439882733993516,-1.5919915590029061
48,2020-03-12,84120.18600476859,0.7051123724287852,-0.8868791865741203
49,2020-03-13,91981.68197644828,-0.9733913300975366,-1.8602705166716575
50,2020-03-16,81826.68014539359,0.23099445298097146,-1.6292760636906858
51,2020-03-17,84486.9371034014,-0.156988142036044,-1.7862642057267304
52,2020-03-18,83497.35642821364,0.11958024363623874,-1.6666839620904914
53,2020-03-19,84854.00378411962,-0.3102170898304363,-1.9769010519209274
54,2020-03-20,81614.53916678671,-0.11261860974169391,-2.0895196616626213
55,2020-03-23,80430.93836370483,0.5185090547888618,-1.5710106068737597
56,2020-03-24,86299.20158619387,-0.21444399581457013,-1.7854546026883293
57,2020-03-25,83889.02319872798,0.3904451336461609,-1.3950094690421686
58,2020-03-26,88356.56544655887,-0.35812625303243767,-1.7531357220746064
59,2020-03-27,84508.71709579928,0.24211381371751342,-1.5110219083570928
60,2020-03-30,87231.00630507711,0.10226968939276858,-1.4087522189643245
61,2020-03-31,88051.84991572052,-0.38190492712398555,-1.7906571460883103
62,2020-04-01,83740.20505514261,0.0901602264377052,-1.7004969196506046
63,2020-04-02,84880.85344621245,-0.15597065669632176,-1.856467576346926
64,2020-04-03,83160.13774884198,0.6042989291677706,-1.2521686471791562
65,2020-04-06,89833.17144111995,-0.0035911873172656244,-1.2557598344964218
66,2020-04-07,89753.4918764533,0.14353240038274714,-1.1122274341136744
67,2020-04-08,91459.98074453429,0.005863152365465213,-1.1063642817482093
68,2020-04-09,91547.65044402436,0.04360569879015723,-1.062758582958052
69,2020-04-13,92005.51971972093,0.3224539058659876,-0.7403046770920644
70,2020-04-14,95877.47614711628,-0.04650042622701173,-0.7868051033190763
71,2020-04-15,95370.90554837242,0.003936109740420846,-0.7828689935786554
72,2020-04-16,95445.84191922203,0.12419840884291442,-0.658670584735741
73,2020-04-17,96928.0855300288,-0.11618187530075694,-0.774852460036498
74,2020-04-20,95681.14322139055,-0.3357264767400607,-1.1105789367765586
75,2020-04-21,91914.0903951797,0.2733350607479279,-0.8372438760286304
76,2020-04-22,94869.71158985107,0.08396681702174574,-0.7532770590068849
